    0.456663310527801514E+01   -0.316640925407409668E+01   -0.223902366757392901E+01   -0.504852651591161250E+14   -0.529831319988485294E+01    1
    0.411897480487823486E+01   -0.305970871448516846E+01   -0.231087044477462777E+01   -0.150599174883921777E+14   -0.530331319988484751E+01    1
    0.416881561279296875E+01   -0.336005568504333496E+01   -0.213926716446876508E+01   -0.538603645252723145E+13   -0.530831319988485095E+01    1
    0.475797921419143677E+01   -0.435410535335540771E+01   -0.210628935098648107E+01   -0.532751073575629883E+13   -0.531331319988484285E+01    1
    0.367320328950881958E+01   -0.453364086151123047E+01   -0.212576395869255075E+01   -0.381813858755761035E+13   -0.531831319988483830E+01    1
    0.329516142606735229E+01   -0.314595103263854980E+01   -0.228549449443817121E+01   -0.302246303116923047E+13   -0.532331319988484530E+01    1
    0.371061235666275024E+01   -0.410806620121002197E+01   -0.213970329165458661E+01   -0.300961211739475293E+13   -0.532831319988484609E+01    1
    0.267288714647293091E+01   -0.372625362873077393E+01   -0.213973097205162066E+01   -0.300932818429054053E+13   -0.533331319988484154E+01    1
    0.336672395467758179E+01   -0.425848269462585449E+01   -0.214298556447029132E+01   -0.284523382867962939E+13   -0.533831319988483788E+01    1
    0.364333420991897583E+01   -0.367974543571472168E+01   -0.214359989762306213E+01   -0.282976517154247168E+13   -0.534331319988483511E+01    1
    0.269318521022796631E+01   -0.301856136322021484E+01   -0.227762049436569214E+01   -0.279732899269696582E+13   -0.534831319988484299E+01    1
    0.305406570434570312E+01   -0.349827468395233154E+01   -0.215773884057998666E+01   -0.223241718422877588E+13   -0.535331319988485443E+01    1
    0.220041960477828979E+01   -0.322100138664245605E+01   -0.215923014879226693E+01   -0.220467376710220117E+13   -0.535831319988483568E+01    1
    0.280070275068283081E+01   -0.370194435119628906E+01   -0.217979298233985919E+01   -0.152076400790420117E+13   -0.536331319988484623E+01    1
    0.275150418281555176E+01   -0.397467637062072754E+01   -0.218688313364982623E+01   -0.134642208774607495E+13   -0.536831319988485056E+01    1
    0.494226127862930298E+01   -0.347211766242980957E+01   -0.246320382356643686E+01   -0.117800004641116357E+13   -0.537331319988484601E+01    1
    0.467087298631668091E+01   -0.340731644630432129E+01   -0.246932188868522662E+01   -0.106387701472800952E+13   -0.537831319988484857E+01    1
    0.167728662490844727E+01   -0.308258438110351562E+01   -0.221292641758918762E+01   -0.910052972915982788E+12   -0.538331319988484491E+01    1
    0.495167106389999390E+01   -0.467764353752136230E+01   -0.221243616342544591E+01   -0.871723907075216797E+12   -0.538831319988483948E+01    1
    0.200073897838592529E+01   -0.332199764251708984E+01   -0.221522839665412885E+01   -0.839097147193562012E+12   -0.539331319988484825E+01    1
    0.257119566202163696E+01   -0.376231610774993896E+01   -0.221731810569763166E+01   -0.802818174710340576E+12   -0.539831319988485436E+01    1
    0.431633144617080688E+01   -0.461571502685546875E+01   -0.222080529928207415E+01   -0.756162903257350830E+12   -0.540331319988484537E+01    1
    0.299429595470428467E+01   -0.361800408363342285E+01   -0.224314734935760507E+01   -0.520641822337598267E+12   -0.540831319988483905E+01    1
    0.490661054849624634E+01   -0.410858964920043945E+01   -0.224956099390983599E+01   -0.465821996174000854E+12   -0.541331319988484161E+01    1
    0.437228262424468994E+01   -0.496009874343872070E+01   -0.226279399394989023E+01   -0.370879668259590027E+12   -0.541831319988483973E+01    1
    0.469967037439346313E+01   -0.488600683212280273E+01   -0.226659913659095746E+01   -0.347725360139747437E+12   -0.542331319988484406E+01    1
    0.189260900020599365E+01   -0.310086452960968018E+01   -0.232067697644233695E+01   -0.183991737375171143E+12   -0.542831319988484751E+01    1
    0.471680045127868652E+01   -0.451798474788665771E+01   -0.230762824416160583E+01   -0.173700134560579559E+12   -0.543331319988484829E+01    1
    0.371239840984344482E+01   -0.325149762630462646E+01   -0.258326792120933524E+01   -0.160409496496096222E+12   -0.543831319988484552E+01    1
    0.275082677602767944E+01   -0.398791933059692383E+01   -0.232306891679763794E+01   -0.133847374080040543E+12   -0.544331319988483830E+01    1
    0.250664681196212769E+01   -0.327400636672973633E+01   -0.235845680236816424E+01   -0.979377606573442230E+11   -0.544831319988483820E+01    1
    0.120939195156097412E+01   -0.315057921409606934E+01   -0.227851962447166434E+01   -0.968000124157574768E+11   -0.545331319988484342E+01    1
    0.488883584737777710E+01   -0.427823531627655029E+01   -0.234302685856819171E+01   -0.957198347350184784E+11   -0.545831319988484953E+01    1
    0.207514822483062744E+01   -0.373385941982269287E+01   -0.213894594311714181E+01   -0.849283334824658661E+11   -0.546331319988484410E+01    1
    0.476266533136367798E+01   -0.369738352298736572E+01   -0.246284998655319232E+01   -0.802213870002603149E+11   -0.546831319988483777E+01    1
    0.469122499227523804E+01   -0.451870977878570557E+01   -0.235741648077964783E+01   -0.749748446136752472E+11   -0.547331319988483678E+01    1
    0.123336523771286011E+01   -0.318376946449279785E+01   -0.217985606789588937E+01   -0.724098221388852081E+11   -0.547831319988484022E+01    1
    0.191612809896469116E+01   -0.363897669315338135E+01   -0.229555310010910052E+01   -0.700876635414531403E+11   -0.548331319988484100E+01    1
    0.184899955987930298E+01   -0.311844801902770996E+01   -0.239797244668006915E+01   -0.633904438189624634E+11   -0.548831319988484623E+01    1
    0.349891155958175659E+01   -0.390037953853607178E+01   -0.237695197463035601E+01   -0.541889539639086914E+11   -0.549331319988485411E+01    1
    0.212474346160888672E+01   -0.314638531208038330E+01   -0.247064620256423950E+01   -0.497272958548529892E+11   -0.549831319988485046E+01    1
    0.499913036823272705E+01   -0.326472759246826172E+01   -0.265413424372673035E+01   -0.497200373357176819E+11   -0.550331319988484413E+01    1
    0.332592666149139404E+01   -0.415078902244567871E+01   -0.238185258507728559E+01   -0.496915910564345093E+11   -0.550831319988484491E+01    1
    0.453398913145065308E+01   -0.433417403697967529E+01   -0.238307594060897809E+01   -0.487003114346457214E+11   -0.551331319988484569E+01    1
    0.412321448326110840E+01   -0.432997024059295654E+01   -0.241938865184783936E+01   -0.264402261807542686E+11   -0.551831319988484470E+01    1
