    0.159430990090488028E+00   -0.368220255401762486E+01   -0.292037251405554077E+01   -0.108679064738814259E+04
    0.250063599108549695E+00   -0.371003847130972053E+01   -0.261202166776646560E+01   -0.108678925910782414E+04
    0.249192519190412964E+00   -0.370976147756014019E+01   -0.227063252262493265E+01   -0.108659155317916884E+04
    0.140121637304159941E+00   -0.368136408383648739E+01   -0.298084090071039354E+01   -0.108645946463897963E+04
    0.191300520390191436E+00   -0.369795929623429220E+01   -0.249305232565227541E+01   -0.108642189070650738E+04
    0.197244793770534665E+00   -0.369040513291261174E+01   -0.220925095388517523E+01   -0.108634856967651331E+04
    0.156175994261304463E+00   -0.368777745843609717E+01   -0.272633221981789653E+01   -0.108628930047217250E+04
    0.218225622798831564E+00   -0.370432438751141202E+01   -0.251439808241062801E+01   -0.108616868464531899E+04
    0.239110542182137120E+00   -0.370249297022595414E+01   -0.291909470383698499E+01   -0.108612058183590284E+04
    0.190500615549003965E+00   -0.369751821760940036E+01   -0.285789614771320544E+01   -0.108599608593206995E+04
    0.213444790114810073E+00   -0.370314331553133425E+01   -0.282000372786456444E+01   -0.108597306374268737E+04
    0.143748204263202173E+00   -0.368172224697684580E+01   -0.278270399717314598E+01   -0.108596469704544461E+04
    0.217451008294963472E+00   -0.369589529403227779E+01   -0.211153080414214145E+01   -0.108584635014641026E+04
    0.248596465353506824E+00   -0.370834336658701114E+01   -0.282146466718122912E+01   -0.108584491458832463E+04
    0.244085077284144497E+00   -0.370851166565477897E+01   -0.267571245554003800E+01   -0.108579084768147254E+04
    0.158642673003471235E+00   -0.368292631004653037E+01   -0.274104631849852565E+01   -0.108564554728574581E+04
    0.152101446718296313E+00   -0.368555544116904787E+01   -0.279248977090951200E+01   -0.108553697010307019E+04
    0.235707761850100395E+00   -0.370727189874351026E+01   -0.265712453387418401E+01   -0.108552739664668252E+04
    0.161725342637529523E+00   -0.368893761257520580E+01   -0.285269821712122207E+01   -0.108551966422361738E+04
    0.222310356948161619E+00   -0.369749600223034669E+01   -0.224045250705558630E+01   -0.108548913428963488E+04
    0.242863242077189290E+00   -0.370802387004055545E+01   -0.215706992521794039E+01   -0.108547094239462444E+04
