   -0.396887017361401062E+01   -0.166103425923033882E+03
   -0.391624835745694622E+01   -0.164522129413544803E+03
   -0.389722696356522391E+01   -0.163834885520332591E+03
   -0.389587382508298674E+01   -0.163783800171740495E+03
   -0.389576220238944471E+01   -0.163779573642872776E+03
   -0.389211325359973959E+01   -0.163640383057928375E+03
   -0.370505009647635219E+01   -0.163400184926707539E+03
   -0.387370315305811275E+01   -0.162910422428938148E+03
   -0.387360630600716860E+01   -0.162906474308848942E+03
   -0.386969902125565479E+01   -0.162746396986940312E+03
   -0.386334188414964252E+01   -0.162483017676949515E+03
   -0.386254077025379239E+01   -0.162449606271564704E+03
   -0.386241031350515707E+01   -0.162444161295246602E+03
   -0.385549246909370646E+01   -0.162154036986667279E+03
   -0.385070793793161403E+01   -0.161952285755889079E+03
   -0.384913068523553470E+01   -0.161885690522471208E+03
   -0.384848631492080084E+01   -0.161858480379123137E+03
   -0.384793655580840888E+01   -0.161835265606486075E+03
   -0.384694642174610424E+01   -0.161793458663338129E+03
   -0.371585087597546826E+01   -0.161793080468494452E+03
   -0.371593747066456448E+01   -0.161782302805004861E+03
   -0.384540519714355478E+01   -0.161728403844842035E+03
   -0.384446483962578744E+01   -0.161688732328513680E+03
   -0.384318146269188432E+01   -0.161634626235840415E+03
   -0.384277994480239204E+01   -0.161617709154619689E+03
   -0.384060840481357912E+01   -0.161526327051427359E+03
   -0.383992666092178725E+01   -0.161497683892927256E+03
   -0.383943131074898414E+01   -0.161476887958319310E+03
   -0.383775331974029577E+01   -0.161406554356014624E+03
   -0.383738621725108375E+01   -0.161391192551606423E+03
   -0.371940016495323267E+01   -0.161376187167074022E+03
   -0.383659794489879236E+01   -0.161358240471253026E+03
   -0.371976297026968439E+01   -0.161336367864132313E+03
   -0.383507590998594416E+01   -0.161294758324350767E+03
   -0.372027341599101069E+01   -0.161281195525066039E+03
   -0.383381240974958315E+01   -0.161242219116955766E+03
   -0.383201988266694382E+01   -0.161167964026301206E+03
   -0.383153746622925517E+01   -0.161148041914190344E+03
   -0.383146673303381347E+01   -0.161145123216277057E+03
   -0.383142165859105699E+01   -0.161143263603907315E+03
   -0.372167234074588871E+01   -0.161135010224317938E+03
   -0.372211216360397135E+01   -0.161090544495755523E+03
   -0.382879418983769959E+01   -0.161035316683535314E+03
   -0.382871279399884923E+01   -0.161031987742501599E+03
   -0.372302048272522201E+01   -0.161000934641018574E+03
   -0.372334187907532943E+01   -0.160969935709766759E+03
   -0.372344489782279764E+01   -0.160960077094192457E+03
   -0.382655547576077648E+01   -0.160944124344208490E+03
   -0.382632903371232125E+01   -0.160934944890878313E+03
   -0.372386656716017628E+01   -0.160920114934041834E+03
   -0.372422882017873036E+01   -0.160886281779860496E+03
   -0.382447581887812404E+01   -0.160860153530352733E+03
   -0.372460798615363498E+01   -0.160851358013952336E+03
   -0.382316196831759658E+01   -0.160807513351318846E+03
   -0.372513249130180224E+01   -0.160803864647834303E+03
   -0.382298074500151941E+01   -0.160800279047841798E+03
   -0.382182761526446946E+01   -0.160754404546892204E+03
   -0.372581778976542788E+01   -0.160743224945722261E+03
   -0.372625096235646902E+01   -0.160705711338148603E+03
   -0.382045102746032939E+01   -0.160700013659242188E+03
   -0.382000671445291795E+01   -0.160682549301246752E+03
   -0.372655800220185540E+01   -0.160679500165730047E+03
   -0.381911919713020342E+01   -0.160647803082175926E+03
   -0.381886455462099539E+01   -0.160637868894133703E+03
   -0.381881456507447092E+01   -0.160635920556279302E+03
   -0.372709978123146879E+01   -0.160634010033570121E+03
   -0.381792239197458061E+01   -0.160601253270587534E+03
   -0.381786818677077866E+01   -0.160599153522555184E+03
   -0.381749727211031198E+01   -0.160584805807642510E+03
   -0.381728933460622732E+01   -0.160576778103141805E+03
   -0.381708118745227143E+01   -0.160568753756901884E+03
   -0.381665432278431105E+01   -0.160552333855970147E+03
   -0.381629730218845697E+01   -0.160538638618596707E+03
   -0.381620332446759170E+01   -0.160535039484615879E+03
   -0.372833610009229854E+01   -0.160533783281350310E+03
   -0.381599585152592802E+01   -0.160527102429426833E+03
   -0.381599585152592802E+01   -0.160527102429426833E+03
   -0.381596111647631275E+01   -0.160525774784828968E+03
   -0.381594170854185899E+01   -0.160525033121152006E+03
