    0.456663310527801514E+01   -0.316640925407409668E+01   -0.223902366757392901E+01   -0.224141096717500342E+13   -0.529831319988485294E+01    1
    0.475797921419143677E+01   -0.435410535335540771E+01   -0.210628935098648107E+01   -0.652354543673208496E+12   -0.530331319988484751E+01    1
    0.411897480487823486E+01   -0.305970871448516846E+01   -0.231087044477462777E+01   -0.620438752971522339E+12   -0.530831319988485095E+01    1
    0.367320328950881958E+01   -0.453364086151123047E+01   -0.212576395869255075E+01   -0.423009942219408386E+12   -0.531331319988484285E+01    1
    0.416881561279296875E+01   -0.336005568504333496E+01   -0.213926716446876508E+01   -0.388578712340627991E+12   -0.531831319988483830E+01    1
    0.371061235666275024E+01   -0.410806620121002197E+01   -0.213970329165458661E+01   -0.310374459656304138E+12   -0.532331319988484530E+01    1
    0.267288714647293091E+01   -0.372625362873077393E+01   -0.213973097205162066E+01   -0.310194707338947144E+12   -0.532831319988484609E+01    1
    0.336672395467758179E+01   -0.425848269462585449E+01   -0.214298556447029132E+01   -0.288562938367999451E+12   -0.533331319988484154E+01    1
    0.364333420991897583E+01   -0.367974543571472168E+01   -0.214359989762306213E+01   -0.284820041132808228E+12   -0.533831319988483788E+01    1
    0.450891971588134766E+01   -0.336752903461456299E+01   -0.222666136622428912E+01   -0.281127707142871338E+12   -0.534331319988483511E+01    1
    0.305406570434570312E+01   -0.349827468395233154E+01   -0.215773884057998666E+01   -0.208290490496796753E+12   -0.534831319988484299E+01    1
    0.220041960477828979E+01   -0.322100138664245605E+01   -0.215923014879226693E+01   -0.202011406222352325E+12   -0.535331319988485443E+01    1
    0.280070275068283081E+01   -0.370194435119628906E+01   -0.217979298233985919E+01   -0.127669966189207306E+12   -0.535831319988483568E+01    1
    0.329516142606735229E+01   -0.314595103263854980E+01   -0.228549449443817121E+01   -0.112824895800711273E+12   -0.536331319988484623E+01    1
    0.275150418281555176E+01   -0.397467637062072754E+01   -0.218688313364982623E+01   -0.109128337803233658E+12   -0.536831319988485056E+01    1
    0.269318521022796631E+01   -0.301856136322021484E+01   -0.227762049436569214E+01   -0.104691354131079575E+12   -0.537331319988484601E+01    1
    0.167728662490844727E+01   -0.308258438110351562E+01   -0.221292641758918762E+01   -0.622193149490143738E+11   -0.537831319988484857E+01    1
    0.495167106389999390E+01   -0.467764353752136230E+01   -0.221243616342544591E+01   -0.620666111707102814E+11   -0.538331319988484491E+01    1
    0.200073897838592529E+01   -0.332199764251708984E+01   -0.221522839665412885E+01   -0.584526474425245819E+11   -0.538831319988483948E+01    1
    0.257119566202163696E+01   -0.376231610774993896E+01   -0.221731810569763166E+01   -0.557358017678505325E+11   -0.539331319988484825E+01    1
    0.431633144617080688E+01   -0.461571502685546875E+01   -0.222080529928207415E+01   -0.516076444286249771E+11   -0.539831319988485436E+01    1
    0.494226127862930298E+01   -0.347211766242980957E+01   -0.246320382356643686E+01   -0.416579284107261124E+11   -0.540331319988484537E+01    1
    0.467087298631668091E+01   -0.340731644630432129E+01   -0.246932188868522662E+01   -0.373976370117464905E+11   -0.540831319988483905E+01    1
    0.299429595470428467E+01   -0.361800408363342285E+01   -0.224314734935760507E+01   -0.315889446677583809E+11   -0.541331319988484161E+01    1
    0.490661054849624634E+01   -0.410858964920043945E+01   -0.224956099390983599E+01   -0.274210448252687340E+11   -0.541831319988483973E+01    1
    0.437228262424468994E+01   -0.496009874343872070E+01   -0.226279399394989023E+01   -0.204915695364916382E+11   -0.542331319988484406E+01    1
    0.469967037439346313E+01   -0.488600683212280273E+01   -0.226659913659095746E+01   -0.188496373995762405E+11   -0.542831319988484751E+01    1
    0.471680045127868652E+01   -0.451798474788665771E+01   -0.230762824416160583E+01   -0.767503204633558273E+10   -0.543331319988484829E+01    1
    0.189260900020599365E+01   -0.310086452960968018E+01   -0.232067697644233695E+01   -0.682078943112643814E+10   -0.543831319988484552E+01    1
    0.275082677602767944E+01   -0.398791933059692383E+01   -0.232306891679763794E+01   -0.547855680988847828E+10   -0.544331319988483830E+01    1
    0.371239840984344482E+01   -0.325149762630462646E+01   -0.258326792120933524E+01   -0.505358596191712761E+10   -0.544831319988483820E+01    1
    0.488883584737777710E+01   -0.427823531627655029E+01   -0.234302685856819171E+01   -0.354737568650837994E+10   -0.545331319988484342E+01    1
    0.120939195156097412E+01   -0.315057921409606934E+01   -0.227851962447166434E+01   -0.349610857791356802E+10   -0.545831319988484953E+01    1
    0.250664681196212769E+01   -0.327400636672973633E+01   -0.235845680236816424E+01   -0.308762480600294161E+10   -0.546331319988484410E+01    1
    0.207514822483062744E+01   -0.373385941982269287E+01   -0.213894594311714181E+01   -0.304233063956137896E+10   -0.546831319988483777E+01    1
    0.469122499227523804E+01   -0.451870977878570557E+01   -0.235741648077964783E+01   -0.259296570068650103E+10   -0.547331319988483678E+01    1
    0.123336523771286011E+01   -0.318376946449279785E+01   -0.217985606789588937E+01   -0.241242966205436945E+10   -0.547831319988484022E+01    1
    0.191612809896469116E+01   -0.363897669315338135E+01   -0.229555310010910052E+01   -0.237220196433936071E+10   -0.548331319988484100E+01    1
    0.476266533136367798E+01   -0.369738352298736572E+01   -0.246284998655319232E+01   -0.220645298399747753E+10   -0.548831319988484623E+01    1
    0.184899955987930298E+01   -0.311844801902770996E+01   -0.239797244668006915E+01   -0.169918795833385253E+10   -0.549331319988485411E+01    1
    0.349891155958175659E+01   -0.390037953853607178E+01   -0.237695197463035601E+01   -0.169875484857695103E+10   -0.549831319988485046E+01    1
    0.332592666149139404E+01   -0.415078902244567871E+01   -0.238185258507728559E+01   -0.152568898370771909E+10   -0.550331319988484413E+01    1
    0.453398913145065308E+01   -0.433417403697967529E+01   -0.238307594060897809E+01   -0.148593188898025036E+10   -0.550831319988484491E+01    1
    0.499913036823272705E+01   -0.326472759246826172E+01   -0.265413424372673035E+01   -0.146586544150099707E+10   -0.551331319988484569E+01    1
    0.212474346160888672E+01   -0.314638531208038330E+01   -0.247064620256423950E+01   -0.128324268693754196E+10   -0.551831319988484470E+01    1
    0.412321448326110840E+01   -0.432997024059295654E+01   -0.241938865184783936E+01   -0.677547827826991081E+09   -0.552331319988484637E+01    1
    0.368545740842819214E+01   -0.452901899814605713E+01   -0.242212890386581403E+01   -0.638563176645252109E+09   -0.552831319988484449E+01    1
    0.424284517765045166E+01   -0.301733064651489258E+01   -0.272575094103813154E+01   -0.421882098842302263E+09   -0.553331319988484527E+01    1
    0.447980403900146484E+01   -0.336148083209991455E+01   -0.273157643079757673E+01   -0.381321332556327105E+09   -0.553831319988484871E+01    1
    0.444375514984130859E+01   -0.317959642410278320E+01   -0.273908436298370361E+01   -0.334760304177846611E+09   -0.554331319988485038E+01    1
    0.423101246356964111E+01   -0.395227634906768799E+01   -0.246166353821754447E+01   -0.277833418146332741E+09   -0.554831319988485117E+01    1
    0.436730116605758667E+01   -0.373396396636962891E+01   -0.258468831181526193E+01   -0.243271252902172565E+09   -0.555331319988485106E+01    1
    0.498650163412094116E+01   -0.442200946807861328E+01   -0.248604583740234375E+01   -0.161933592002573222E+09   -0.555831319988484740E+01    1
    0.445793479681015015E+01   -0.352545380592346191E+01   -0.278637819886207572E+01   -0.147577099597109228E+09   -0.556331319988484108E+01    1
    0.331064999103546143E+01   -0.470472908020019531E+01   -0.222052554488182086E+01   -0.129685078910462141E+09   -0.556831319988484541E+01    1
