   -0.212691397666931170E+01   -0.218420433766692625E+15   -0.529831319988485294E+01    1
   -0.218422873020172137E+01   -0.826771007941310938E+14   -0.530331319988484751E+01    1
   -0.220044290423393241E+01   -0.628508112983605469E+14   -0.530831319988485095E+01    1
   -0.222652752995491054E+01   -0.404579669570689609E+14   -0.531331319988484285E+01    1
   -0.222793282866477993E+01   -0.395099329041098672E+14   -0.531831319988483830E+01    1
   -0.222873590588569659E+01   -0.389782104388762109E+14   -0.532331319988484530E+01    1
   -0.223765410780906704E+01   -0.335347482216787031E+14   -0.532831319988484609E+01    1
   -0.225196654796600360E+01   -0.263468968715399844E+14   -0.533331319988484154E+01    1
   -0.225363994240760812E+01   -0.256145286705253125E+14   -0.533831319988483788E+01    1
   -0.227419118285179156E+01   -0.181229041082706641E+14   -0.534331319988483511E+01    1
   -0.227908950448036185E+01   -0.166894314171757891E+14   -0.534831319988484299E+01    1
   -0.228012022972106942E+01   -0.164025958158973965E+14   -0.535331319988485443E+01    1
   -0.231833986043930063E+01   -0.863098533455352148E+13   -0.535831319988483568E+01    1
   -0.234129341840744010E+01   -0.587339105686957324E+13   -0.536331319988484623E+01    1
   -0.235135279893875149E+01   -0.496244378216009473E+13   -0.536831319988485056E+01    1
   -0.237575158476829529E+01   -0.329868164992230615E+13   -0.537331319988484601E+01    1
   -0.239371624588966370E+01   -0.244292434390002197E+13   -0.537831319988484857E+01    1
   -0.245580019950866690E+01   -0.867249455196929932E+12   -0.538331319988484491E+01    1
   -0.246467155814170846E+01   -0.748166202706585693E+12   -0.538831319988483948E+01    1
   -0.246696532368659982E+01   -0.720140930734358032E+12   -0.539331319988484825E+01    1
   -0.247627486586570766E+01   -0.616798880000846680E+12   -0.539831319988485436E+01    1
   -0.248836008906364459E+01   -0.504499232708848450E+12   -0.540331319988484537E+01    1
   -0.248926151990890521E+01   -0.496995331793195496E+12   -0.540831319988483905E+01    1
   -0.249252170920372018E+01   -0.470778643593295776E+12   -0.541331319988484161E+01    1
   -0.249652776122093201E+01   -0.440455659803657043E+12   -0.541831319988483973E+01    1
   -0.249730923175811759E+01   -0.434772891584547729E+12   -0.542331319988484406E+01    1
   -0.253306068778038052E+01   -0.240154882697491547E+12   -0.542831319988484751E+01    1
   -0.253572574257850647E+01   -0.229770808586880829E+12   -0.543331319988484829E+01    1
   -0.254349706172943124E+01   -0.201991064470874512E+12   -0.543831319988484552E+01    1
   -0.254415943622589102E+01   -0.199785186266585388E+12   -0.544331319988483830E+01    1
   -0.254796515107154864E+01   -0.187571330003867737E+12   -0.544831319988483820E+01    1
   -0.255381900668144235E+01   -0.170229749142850403E+12   -0.545331319988484342E+01    1
   -0.256125257015228280E+01   -0.150505604315897736E+12   -0.545831319988484953E+01    1
   -0.258208694458007804E+01   -0.106600190859844406E+12   -0.546331319988484410E+01    1
   -0.258506054282188424E+01   -0.101482421889983994E+12   -0.546831319988483777E+01    1
   -0.259572767615318289E+01   -0.850679555436197968E+11   -0.547331319988483678E+01    1
   -0.260251061916351345E+01   -0.760436037474628754E+11   -0.547831319988484022E+01    1
   -0.262208074331283569E+01   -0.550340908630376511E+11   -0.548331319988484100E+01    1
   -0.262414720654487610E+01   -0.531876557500495148E+11   -0.548831319988484623E+01    1
   -0.263681944012641933E+01   -0.431474416613061371E+11   -0.549331319988485411E+01    1
   -0.267233270406723022E+01   -0.240224248119787064E+11   -0.549831319988485046E+01    1
   -0.267522990107536307E+01   -0.229026454074831581E+11   -0.550331319988484413E+01    1
   -0.268228560686111450E+01   -0.203896096033958015E+11   -0.550831319988484491E+01    1
   -0.270522568225860605E+01   -0.139766193492059097E+11   -0.551331319988484569E+01    1
   -0.270888395309448260E+01   -0.131602093570753288E+11   -0.551831319988484470E+01    1
   -0.270983965992927578E+01   -0.129549184015431290E+11   -0.552331319988484637E+01    1
   -0.272266400456428537E+01   -0.104914810108887539E+11   -0.552831319988484449E+01    1
   -0.276953581571578988E+01   -0.485805332848524189E+10   -0.553331319988484527E+01    1
   -0.278260059952735928E+01   -0.392075532644381046E+10   -0.553831319988484871E+01    1
   -0.280384895801544198E+01   -0.276733283325228262E+10   -0.554331319988485038E+01    1
   -0.282096663713455209E+01   -0.209049930016478634E+10   -0.554831319988485117E+01    1
   -0.284680892229080218E+01   -0.136925472139759970E+10   -0.555331319988485106E+01    1
   -0.284784483313560477E+01   -0.134623522151741958E+10   -0.555831319988484740E+01    1
   -0.286243470311164883E+01   -0.106032652591889811E+10   -0.556331319988484108E+01    1
   -0.286954209208488464E+01   -0.943946694786823750E+09   -0.556831319988484541E+01    1
   -0.288308654427528399E+01   -0.756401025177380562E+09   -0.557331319988484619E+01    1
   -0.290090134143829337E+01   -0.565298037585754395E+09   -0.557831319988484164E+01    1
   -0.292945310473442078E+01   -0.354549888746058643E+09   -0.558331319988483532E+01    1
   -0.293159596920013454E+01   -0.342354528828004837E+09   -0.558831319988483610E+01    1
   -0.293280525207519549E+01   -0.335658592135076642E+09   -0.559331319988483600E+01    1
   -0.295410062670707729E+01   -0.237059925495251894E+09   -0.559831319988484122E+01    1
   -0.296472696661949175E+01   -0.199298084910727590E+09   -0.560331319988485266E+01    1
   -0.297063129544258109E+01   -0.180982324031759262E+09   -0.560831319988485166E+01    1
   -0.299240080714225787E+01   -0.126846621888540611E+09   -0.561331319988484800E+01    1
   -0.299610592126846331E+01   -0.119400954952899337E+09   -0.561831319988484346E+01    1
   -0.300240815877914446E+01   -0.107726119753182873E+09   -0.562331319988484069E+01    1
   -0.303026142120361364E+01   -0.683589424593560994E+08   -0.562831319988483703E+01    1
   -0.305142871141433725E+01   -0.483751740317375064E+08   -0.563331319988483337E+01    1
   -0.305600950121879578E+01   -0.448862208631985188E+08   -0.563831319988483060E+01    1
   -0.305959379076957738E+01   -0.423323506433484852E+08   -0.564331319988483582E+01    1
