   -0.429672002792358398E+01   -0.339571475982666016E+01   -0.267755329608917236E+01   -0.415107786655426025E+01    0.165135371685028076E+01   -0.367110658266433030E+08   -0.529831319988485294E+01    1
   -0.362021386623382568E+01   -0.274807751178741455E+01   -0.482365906238555908E+01   -0.190535187721252441E+00    0.193475377559661865E+01   -0.337813433436158001E+08   -0.530331319988484751E+01    1
   -0.477063655853271484E-01   -0.386507391929626465E+01   -0.469821751117706299E+01   -0.354462683200836182E+01    0.191264021396636963E+01   -0.294488843082744367E+08   -0.530831319988485095E+01    1
   -0.385813236236572266E+01   -0.484525680541992188E+01   -0.475099086761474609E+00   -0.260740160942077637E+01    0.176131033897399902E+01   -0.221321622753153183E+08   -0.531331319988484285E+01    1
   -0.447050273418426514E+01   -0.328186392784118652E+01   -0.118386089801788330E+01   -0.338948190212249756E+01    0.143905937671661377E+01   -0.185503097278368175E+08   -0.531831319988483830E+01    1
   -0.492202758789062500E+01   -0.382585167884826660E+01   -0.171766757965087891E+01    0.718647241592407227E-01    0.174891304969787598E+01   -0.181681516957913563E+08   -0.532331319988484530E+01    1
   -0.486217379570007324E+01   -0.136836826801300049E+01   -0.401692152023315430E+01   -0.302520871162414551E+01    0.850721478462219238E+00   -0.148462412915265225E+08   -0.532831319988484609E+01    1
   -0.155009210109710693E+01    0.840617418289184570E+00   -0.452980101108551025E+01   -0.478040874004364014E+01    0.142568588256835938E+01   -0.118302581913090665E+08   -0.533331319988484154E+01    1
   -0.145055532455444336E+01   -0.480580806732177734E+01   -0.289446353912353516E+01   -0.235741138458251953E+01    0.155641496181488037E+01   -0.110766907532441579E+08   -0.533831319988483788E+01    1
   -0.340765774250030518E+01   -0.330415368080139160E+00   -0.116847455501556396E+01   -0.497469723224639893E+01    0.105411469936370850E+01   -0.949412815980194137E+07   -0.534331319988483511E+01    1
   -0.411379992961883545E+01   -0.393891870975494385E+01   -0.341094255447387695E+01    0.380363523960113525E+01    0.165732073783874512E+01   -0.913101279416814446E+07   -0.534831319988484299E+01    1
   -0.429813861846923828E+01   -0.332731008529663086E-01   -0.951690673828125000E+00   -0.432192027568817139E+01    0.937354445457458496E+00   -0.822202809706905857E+07   -0.535331319988485443E+01    1
   -0.466273546218872070E+01   -0.357022225856781006E+01    0.291719615459442139E+01   -0.424289524555206299E+01    0.907561779022216797E+00   -0.749626457327678986E+07   -0.535831319988483568E+01    1
    0.764614343643188477E-01   -0.424704372882843018E+01   -0.309956431388854980E+01   -0.288932979106903076E+01    0.147418296337127686E+01   -0.672084504892480560E+07   -0.536331319988484623E+01    1
    0.423377871513366699E+01   -0.457743048667907715E+01    0.401783943176269531E+01    0.316235482692718506E+01    0.171853029727935791E+01   -0.655043463355198689E+07   -0.536831319988485056E+01    1
   -0.439341783523559570E+01   -0.435341298580169678E+01    0.253172099590301514E+01   -0.122184514999389648E+01    0.129711949825286865E+01   -0.638058052036897559E+07   -0.537331319988484601E+01    1
    0.116488873958587646E+01   -0.304617106914520264E+01   -0.571845173835754395E+00   -0.447906076908111572E+01    0.191121661663055420E+01   -0.608298328794720117E+07   -0.537831319988484857E+01    1
   -0.490355551242828369E+01    0.324642896652221680E+01   -0.164985120296478271E+01    0.145123720169067383E+01    0.198066842555999756E+01   -0.580684786770974658E+07   -0.538331319988484491E+01    1
    0.477037549018859863E+01   -0.288588583469390869E+01    0.195043265819549561E+01   -0.485061287879943848E+01    0.182302236557006836E+01   -0.570821881105465069E+07   -0.538831319988483948E+01    1
   -0.450387716293334961E+01    0.319401383399963379E+01    0.481322109699249268E+01   -0.542948246002197266E+00    0.166764223575592041E+01   -0.566961521691677254E+07   -0.539331319988484825E+01    1
   -0.134465217590332031E+01   -0.224847733974456787E+01   -0.364932239055633545E+01   -0.258093595504760742E+01    0.975518107414245605E+00   -0.542394804933032207E+07   -0.539831319988485436E+01    1
    0.152639150619506836E+01   -0.497672200202941895E+01    0.236674487590789795E+01   -0.455820798873901367E+01    0.182016634941101074E+01   -0.534659454225580767E+07   -0.540331319988484537E+01    1
   -0.376490950584411621E+01   -0.341731965541839600E+01    0.608797073364257812E+00    0.489001035690307617E+01    0.196805346012115479E+01   -0.518309504367398936E+07   -0.540831319988483905E+01    1
   -0.957396030426025391E+00    0.470955610275268555E+01    0.413326621055603027E+01    0.416795372962951660E+01    0.169105851650238037E+01   -0.502240646748243831E+07   -0.541331319988484161E+01    1
   -0.102188348770141602E+01   -0.405756354331970215E+01   -0.301921367645263672E+00   -0.212643206119537354E+01    0.181409287452697754E+01   -0.501028932404067647E+07   -0.541831319988483973E+01    1
   -0.453000903129577637E+01   -0.258121609687805176E+01    0.424710392951965332E+01    0.301644861698150635E+01    0.166752624511718750E+01   -0.498231981337546930E+07   -0.542331319988484406E+01    1
   -0.459509849548339844E+01   -0.459683060646057129E+01   -0.750513076782226562E+00    0.426807343959808350E+01    0.117634177207946777E+01   -0.497401535407949053E+07   -0.542831319988484751E+01    1
   -0.429807960987091064E+01   -0.417443454265594482E+01   -0.425150394439697266E+00   -0.316168427467346191E+01    0.630913496017456055E+00   -0.488369192921000626E+07   -0.543331319988484829E+01    1
    0.465364515781402588E+01   -0.364786386489868164E+00   -0.497896015644073486E+01   -0.406157970428466797E+01    0.129147255420684814E+01   -0.484379107465932705E+07   -0.543831319988484552E+01    1
   -0.177052676677703857E+01    0.493011832237243652E+01   -0.336768090724945068E+01   -0.444096505641937256E+01    0.127759444713592529E+01   -0.479663451561818272E+07   -0.544331319988483830E+01    1
   -0.184721231460571289E+01    0.434361636638641357E+01    0.479204058647155762E+01    0.682294368743896484E+00    0.183615612983703613E+01   -0.471210613662410807E+07   -0.544831319988483820E+01    1
   -0.372663974761962891E+01   -0.208887815475463867E+01   -0.423653066158294678E+01    0.406171143054962158E+01    0.126431524753570557E+01   -0.470311497621526942E+07   -0.545331319988484342E+01    1
   -0.431184172630310059E+00    0.140775442123413086E+00   -0.493396699428558350E+01    0.346841573715209961E+01    0.179743707180023193E+01   -0.453680934509076364E+07   -0.545831319988484953E+01    1
    0.326227188110351562E+01   -0.412420988082885742E+01   -0.478945136070251465E+01    0.454757630825042725E+01    0.133116126060485840E+01   -0.432156525198089331E+07   -0.546331319988484410E+01    1
   -0.421694278717041016E+01    0.363266289234161377E+01   -0.307857513427734375E+01    0.365771889686584473E+01    0.168702137470245361E+01   -0.429044848585101683E+07   -0.546831319988483777E+01    1
   -0.481314301490783691E+01   -0.173532068729400635E+01    0.364760398864746094E+01    0.942674875259399414E+00    0.167075145244598389E+01   -0.414351311968790554E+07   -0.547331319988483678E+01    1
    0.201818287372589111E+01   -0.287840723991394043E+01   -0.366176962852478027E+01    0.404913246631622314E+01    0.190506613254547119E+01   -0.404314126659319410E+07   -0.547831319988484022E+01    1
    0.129674136638641357E+01    0.350668728351593018E+01   -0.490295052528381348E+01   -0.133005201816558838E+01    0.175462055206298828E+01   -0.380253174397502467E+07   -0.548331319988484100E+01    1
   -0.383517622947692871E+01   -0.377545595169067383E+01    0.186820864677429199E+01   -0.104349255561828613E+01    0.110060167312622070E+01   -0.366544714177593496E+07   -0.548831319988484623E+01    1
    0.364235877990722656E+01   -0.309099078178405762E+01   -0.244488596916198730E+01   -0.347169876098632812E+01    0.177566123008728027E+01   -0.343213165426483750E+07   -0.549331319988485411E+01    1
   -0.445196628570556641E+00    0.430107414722442627E+01    0.443371772766113281E+01    0.132336974143981934E+01    0.176362442970275879E+01   -0.334554702151669841E+07   -0.549831319988485046E+01    1
    0.347069978713989258E+01   -0.439054727554321289E+01   -0.449819147586822510E+01   -0.295713603496551514E+01    0.909446716308593750E+00   -0.317321359181785118E+07   -0.550331319988484413E+01    1
    0.371872663497924805E+01    0.499013543128967285E+01   -0.447327494621276855E+00    0.379160642623901367E+00    0.197255647182464600E+01   -0.311833099474348687E+07   -0.550831319988484491E+01    1
   -0.151755094528198242E+01    0.206479251384735107E+01    0.449392199516296387E+01   -0.466611564159393311E+01    0.158870542049407959E+01   -0.311601478625412704E+07   -0.551331319988484569E+01    1
    0.458707809448242188E+01    0.374526202678680420E+01   -0.245320081710815430E+01   -0.810163021087646484E+00    0.159924054145812988E+01   -0.307880191275208117E+07   -0.551831319988484470E+01    1
    0.355634748935699463E+01    0.434533178806304932E+01    0.281929135322570801E+01    0.298670530319213867E+01    0.994687676429748535E+00   -0.297710787248927215E+07   -0.552331319988484637E+01    1
    0.456726729869842529E+01    0.398502826690673828E+01   -0.981751680374145508E+00   -0.316773235797882080E+01    0.142623007297515869E+01   -0.291602118578031054E+07   -0.552831319988484449E+01    1
    0.368988037109375000E+01   -0.479737758636474609E+01    0.548046827316284180E+00    0.307029485702514648E+01    0.181773471832275391E+01   -0.290319605803814111E+07   -0.553331319988484527E+01    1
    0.323070883750915527E+00    0.473253905773162842E+01   -0.317103028297424316E+01   -0.432140231132507324E+01    0.148946404457092285E+01   -0.289369954152326612E+07   -0.553831319988484871E+01    1
   -0.310510814189910889E+01   -0.392466366291046143E+01    0.278582215309143066E+01   -0.131436645984649658E+01    0.131371557712554932E+01   -0.288330194572415622E+07   -0.554331319988485038E+01    1
   -0.170838832855224609E-01    0.153312504291534424E+01   -0.491686284542083740E+01   -0.213819205760955811E+01    0.124810826778411865E+01   -0.287880142951914342E+07   -0.554831319988485117E+01    1
   -0.703935027122497559E+00    0.110813140869140625E+01    0.250862658023834229E+01    0.435845732688903809E+01    0.193670380115509033E+01   -0.275715752789519774E+07   -0.555331319988485106E+01    1
   -0.135078430175781250E+00   -0.164558291435241699E+01    0.444086432456970215E+01    0.488452255725860596E+01    0.152788233757019043E+01   -0.260731313544301270E+07   -0.555831319988484740E+01    1
    0.438244998455047607E+01   -0.259354889392852783E+01    0.213981688022613525E+01    0.242479681968688965E+01    0.174850237369537354E+01   -0.256235980115143396E+07   -0.556331319988484108E+01    1
   -0.429252266883850098E+01    0.165185332298278809E+01   -0.753945112228393555E+00    0.186830461025238037E+01    0.186834919452667236E+01   -0.251397086068456760E+07   -0.556831319988484541E+01    1
    0.377897799015045166E+01   -0.433035969734191895E+01    0.111513376235961914E+01   -0.321057021617889404E+01    0.163367462158203125E+01   -0.243907657398277801E+07   -0.557331319988484619E+01    1
   -0.320930182933807373E+01   -0.307410359382629395E+01    0.148922204971313477E+01    0.307324290275573730E+01    0.199616098403930664E+01   -0.243301041538153589E+07   -0.557831319988484164E+01    1
   -0.419844388961791992E+00    0.478984057903289795E+01   -0.448616027832031250E+01   -0.849703550338745117E+00    0.126614058017730713E+01   -0.239911291305130022E+07   -0.558331319988483532E+01    1
   -0.258013427257537842E+01   -0.436941742897033691E+01    0.329059422016143799E+01   -0.115714251995086670E+01    0.120301699638366699E+01   -0.233968653135287063E+07   -0.558831319988483610E+01    1
    0.151308238506317139E+01    0.968333482742309570E+00   -0.393386363983154297E+01   -0.378356516361236572E+01    0.132762837409973145E+01   -0.226818420707437955E+07   -0.559331319988483600E+01    1
    0.294841408729553223E+01    0.299244225025177002E+01   -0.360861837863922119E+01   -0.158979535102844238E+01    0.183168494701385498E+01   -0.226739146624484705E+07   -0.559831319988484122E+01    1
   -0.466430187225341797E+00   -0.442166328430175781E+00   -0.478708386421203613E+01    0.603587627410888672E+00    0.135355234146118164E+01   -0.220266492408694560E+07   -0.560331319988485266E+01    1
   -0.480475723743438721E+01    0.170132517814636230E+01    0.248935699462890625E+01   -0.450350403785705566E+01    0.743383407592773438E+00   -0.215648101924496423E+07   -0.560831319988485166E+01    1
    0.347627997398376465E+01    0.484007298946380615E+01   -0.594487190246582031E+00   -0.647247433662414551E+00    0.171796214580535889E+01   -0.214599188636991149E+07   -0.561331319988484800E+01    1
    0.408115267753601074E+01    0.411271035671234131E+01    0.501653552055358887E+00    0.604033470153808594E-01    0.150429129600524902E+01   -0.214153175804904988E+07   -0.561831319988484346E+01    1
    0.372767448425292969E+01   -0.280540347099304199E+01   -0.118380725383758545E+01   -0.423465788364410400E+01    0.140309667587280273E+01   -0.213349672233318025E+07   -0.562331319988484069E+01    1
    0.233640670776367188E+00   -0.333691120147705078E+01   -0.390839517116546631E+01    0.206580579280853271E+01    0.162203180789947510E+01   -0.209383455542387348E+07   -0.562831319988483703E+01    1
    0.130192637443542480E+00    0.157546877861022949E+01    0.371083140373229980E+01   -0.268989682197570801E+01    0.189550948143005371E+01   -0.206738932723436481E+07   -0.563331319988483337E+01    1
    0.309851050376892090E+01    0.837628841400146484E+00    0.147791326045989990E+01    0.434234201908111572E+01    0.157925903797149658E+01   -0.187250253580454108E+07   -0.563831319988483060E+01    1
    0.306513249874114990E+01    0.380332112312316895E+01   -0.471916019916534424E+01    0.243612825870513916E+01    0.103329336643218994E+01   -0.186882503163441573E+07   -0.564331319988483582E+01    1
    0.219696462154388428E+01   -0.382141172885894775E+01   -0.292748570442199707E+01    0.420732200145721436E+01    0.150789332389831543E+01   -0.184407965510017611E+07   -0.564831319988484637E+01    1
    0.368013381958007812E+00    0.462873578071594238E+00   -0.302226066589355469E+01   -0.320168018341064453E+01    0.134384226799011230E+01   -0.182536575164831453E+07   -0.565331319988485337E+01    1
    0.437889575958251953E+01    0.291301488876342773E+01    0.130102276802062988E+01   -0.168373346328735352E+01    0.132424533367156982E+01   -0.179492106705078064E+07   -0.565831319988484260E+01    1
    0.257293462753295898E+01   -0.426840424537658691E+01   -0.101863861083984375E+01   -0.162313342094421387E+01    0.189404141902923584E+01   -0.177470327453711419E+07   -0.566331319988483273E+01    1
    0.452410578727722168E+00   -0.283624231815338135E+01   -0.143360972404479980E+01   -0.497727811336517334E+01    0.613548994064331055E+00   -0.176961060619321768E+07   -0.566831319988483973E+01    1
    0.334294378757476807E+01   -0.335606992244720459E+01   -0.194142460823059082E+00    0.425602972507476807E+01    0.150867581367492676E+01   -0.167614452136099315E+07   -0.567331319988485205E+01    1
    0.433247089385986328E+01    0.112798035144805908E+01    0.209621131420135498E+01   -0.408091604709625244E+01    0.120293331146240234E+01   -0.166249457883121609E+07   -0.567831319988484218E+01    1
