   -0.389515431961226222E+01    0.390731653037942976E+02
   -0.389496281954742729E+01    0.390804681089559764E+02
   -0.370669599175453168E+01    0.394352870317946724E+02
   -0.370745499134063738E+01    0.395651802837743460E+02
   -0.370797713702944343E+01    0.396528430688932971E+02
   -0.370964598362710607E+01    0.399239382480445997E+02
   -0.386771123549584939E+01    0.401685917212853596E+02
   -0.371197683811187762E+01    0.402801034734266494E+02
   -0.386425535856031033E+01    0.403121604648048120E+02
   -0.371305015420176820E+01    0.404356042325619711E+02
   -0.371347974590314811E+01    0.404963787546671554E+02
   -0.385810009176370805E+01    0.405697919348519989E+02
   -0.385750537913213964E+01    0.405947855906555262E+02
   -0.385648404648915255E+01    0.406377407184643147E+02
   -0.385568677865345277E+01    0.406712976043749563E+02
   -0.385437241609218306E+01    0.407266605740921221E+02
   -0.371583510041236886E+01    0.408151032467437176E+02
   -0.385174712220755522E+01    0.408373557201363226E+02
   -0.371670521749362681E+01    0.409268014624046899E+02
   -0.384944496089287114E+01    0.409344881303910455E+02
   -0.384900331579722010E+01    0.409531225795607057E+02
   -0.384706025436211307E+01    0.410350881424996459E+02
   -0.384669863208997942E+01    0.410503371010600659E+02
   -0.384621151740435829E+01    0.410708738906982305E+02
   -0.384540519714355478E+01    0.411048566349122382E+02
   -0.384410318228901104E+01    0.411596921357056900E+02
   -0.371863739621404843E+01    0.411635832464045137E+02
   -0.383875827894991062E+01    0.413840051568539593E+02
   -0.372057960426655221E+01    0.413864575724910111E+02
   -0.383855795486254303E+01    0.413923786829319056E+02
   -0.383482453988930150E+01    0.415478223054999134E+02
   -0.383465963538180787E+01    0.415546579705920394E+02
   -0.383429760823080512E+01    0.415696547462140842E+02
   -0.372267368855669112E+01    0.416104495297561456E+02
   -0.383324501619967339E+01    0.416131759464775044E+02
   -0.383276739988574100E+01    0.416328816960270558E+02
   -0.372358538521456639E+01    0.417028603519368701E+02
   -0.382836835905033723E+01    0.418129593402794200E+02
   -0.382824202771083133E+01    0.418180886540558134E+02
   -0.372498158318630068E+01    0.418385575220373767E+02
   -0.382764484882354772E+01    0.418423000743012139E+02
   -0.382753559436475843E+01    0.418467231728477671E+02
