   -0.212691397666931170E+01   -0.175732923182191562E+14   -0.529831319988485294E+01    1
   -0.218422873020172137E+01   -0.623846848270953906E+13   -0.530331319988484751E+01    1
   -0.220044290423393241E+01   -0.465855979585654395E+13   -0.530831319988485095E+01    1
   -0.222652752995491054E+01   -0.291464082731267920E+13   -0.531331319988484285E+01    1
   -0.222793282866477993E+01   -0.284200705208996777E+13   -0.531831319988483830E+01    1
   -0.222873590588569659E+01   -0.280131882706147412E+13   -0.532331319988484530E+01    1
   -0.223765410780906704E+01   -0.238695232179336719E+13   -0.532831319988484609E+01    1
   -0.225196654796600360E+01   -0.184663604254084424E+13   -0.533331319988484154E+01    1
   -0.225363994240760812E+01   -0.179208098364225879E+13   -0.533831319988483788E+01    1
   -0.227419118285179156E+01   -0.124037437711111035E+13   -0.534331319988483511E+01    1
   -0.227908950448036185E+01   -0.113632335686552710E+13   -0.534831319988484299E+01    1
   -0.228012022972106942E+01   -0.111557035347582056E+13   -0.535331319988485443E+01    1
   -0.231833986043930063E+01   -0.563789205015765259E+12   -0.535831319988483568E+01    1
   -0.234129341840744010E+01   -0.374566269775554565E+12   -0.536331319988484623E+01    1
   -0.235135279893875149E+01   -0.313180836877756897E+12   -0.536831319988485056E+01    1
   -0.237575158476829529E+01   -0.202996688887156677E+12   -0.537331319988484601E+01    1
   -0.239371624588966370E+01   -0.147587354244146332E+12   -0.537831319988484857E+01    1
   -0.245580019950866690E+01   -0.491969495146217194E+11   -0.538331319988484491E+01    1
   -0.246467155814170846E+01   -0.420654731537402573E+11   -0.538831319988483948E+01    1
   -0.246696532368659982E+01   -0.403968137383738327E+11   -0.539331319988484825E+01    1
   -0.247627486586570766E+01   -0.342790828131709785E+11   -0.539831319988485436E+01    1
   -0.248836008906364459E+01   -0.277020953930142479E+11   -0.540331319988484537E+01    1
   -0.248926151990890521E+01   -0.272655828585012970E+11   -0.540831319988483905E+01    1
   -0.249252170920372018E+01   -0.257436956259126358E+11   -0.541331319988484161E+01    1
   -0.249652776122093201E+01   -0.239898540269444923E+11   -0.541831319988483973E+01    1
   -0.249730923175811759E+01   -0.236619685436267090E+11   -0.542331319988484406E+01    1
   -0.253306068778038052E+01   -0.126166205954803581E+11   -0.542831319988484751E+01    1
   -0.253572574257850647E+01   -0.120395283821836948E+11   -0.543331319988484829E+01    1
   -0.254349706172943124E+01   -0.105035526293058586E+11   -0.543831319988484552E+01    1
   -0.254415943622589102E+01   -0.103821072391282654E+11   -0.544331319988483830E+01    1
   -0.254796515107154864E+01   -0.971114511727101898E+10   -0.544831319988483820E+01    1
   -0.255381900668144235E+01   -0.876301871446314240E+10   -0.545331319988484342E+01    1
   -0.256125257015228280E+01   -0.769166656770628834E+10   -0.545831319988484953E+01    1
   -0.258208694458007804E+01   -0.533864931780511570E+10   -0.546331319988484410E+01    1
   -0.258506054282188424E+01   -0.506772854331577396E+10   -0.546831319988483777E+01    1
   -0.259572767615318289E+01   -0.420445821686068916E+10   -0.547331319988483678E+01    1
   -0.260251061916351345E+01   -0.373393007474317169E+10   -0.547831319988484022E+01    1
   -0.262208074331283569E+01   -0.265198547357833195E+10   -0.548331319988484100E+01    1
   -0.262414720654487610E+01   -0.255794293163139009E+10   -0.548831319988484623E+01    1
   -0.263681944012641933E+01   -0.205010804737263322E+10   -0.549331319988485411E+01    1
   -0.267233270406723022E+01   -0.110359205553091240E+10   -0.549831319988485046E+01    1
   -0.267522990107536307E+01   -0.104927864642410707E+10   -0.550331319988484413E+01    1
   -0.268228560686111450E+01   -0.927959287031513929E+09   -0.550831319988484491E+01    1
   -0.270522568225860605E+01   -0.622566724557438135E+09   -0.551331319988484569E+01    1
   -0.270888395309448260E+01   -0.584203353578476310E+09   -0.551831319988484470E+01    1
   -0.270983965992927578E+01   -0.574577900612014532E+09   -0.552331319988484637E+01    1
   -0.272266400456428537E+01   -0.459800647096816778E+09   -0.552831319988484449E+01    1
   -0.276953581571578988E+01   -0.203914819630336374E+09   -0.553331319988484527E+01    1
   -0.278260059952735928E+01   -0.162624843917177856E+09   -0.553831319988484871E+01    1
   -0.280384895801544198E+01   -0.112596809814615279E+09   -0.554331319988485038E+01    1
   -0.282096663713455209E+01   -0.837601471057819426E+08   -0.554831319988485117E+01    1
   -0.284680892229080218E+01   -0.536145888045291081E+08   -0.555331319988485106E+01    1
   -0.284784483313560477E+01   -0.526649501961411536E+08   -0.555831319988484740E+01    1
   -0.286243470311164883E+01   -0.409501340824142471E+08   -0.556331319988484108E+01    1
   -0.286954209208488464E+01   -0.362290253153941184E+08   -0.556831319988484541E+01    1
   -0.288308654427528399E+01   -0.286899822839730084E+08   -0.557331319988484619E+01    1
   -0.290090134143829337E+01   -0.211136268912582882E+08   -0.557831319988484164E+01    1
   -0.292945310473442078E+01   -0.129234659166049957E+08   -0.558331319988483532E+01    1
   -0.293159596920013454E+01   -0.124563545415594503E+08   -0.558831319988483610E+01    1
   -0.293280525207519549E+01   -0.122002616340774707E+08   -0.559331319988483600E+01    1
   -0.295410062670707729E+01   -0.846406589580549300E+07   -0.559831319988484122E+01    1
   -0.296472696661949175E+01   -0.705343885894206725E+07   -0.560331319988485266E+01    1
   -0.297063129544258109E+01   -0.637416379510475602E+07   -0.560831319988485166E+01    1
   -0.299240080714225787E+01   -0.438906861754187942E+07   -0.561331319988484800E+01    1
   -0.299610592126846331E+01   -0.411913922537533753E+07   -0.561831319988484346E+01    1
   -0.300240815877914446E+01   -0.369766543579915026E+07   -0.562331319988484069E+01    1
   -0.303026142120361364E+01   -0.229551534156648070E+07   -0.562831319988483703E+01    1
   -0.305142871141433725E+01   -0.159835008517606417E+07   -0.563331319988483337E+01    1
   -0.305600950121879578E+01   -0.147796803092904016E+07   -0.563831319988483060E+01    1
   -0.305959379076957738E+01   -0.139014260533922189E+07   -0.564331319988483582E+01    1
   -0.306534324288368243E+01   -0.126005045367644471E+07   -0.564831319988484637E+01    1
   -0.307154453396797189E+01   -0.113336807590089506E+07   -0.565331319988485337E+01    1
   -0.307216473221778852E+01   -0.112142234125115955E+07   -0.565831319988484260E+01    1
   -0.307493885755538976E+01   -0.106951427641653619E+07   -0.566331319988483273E+01    1
   -0.307982300519943220E+01   -0.983903103700445849E+06   -0.566831319988483973E+01    1
   -0.307984426617622375E+01   -0.983545851061520982E+06   -0.567331319988485205E+01    1
   -0.308722649216651934E+01   -0.867034200294215116E+06   -0.567831319988484218E+01    1
   -0.308981825709342939E+01   -0.829495144105808577E+06   -0.568331319988483941E+01    1
   -0.311120610833168065E+01   -0.575739496930308291E+06   -0.568831319988484108E+01    1
   -0.311663733720779401E+01   -0.524763853239469114E+06   -0.569331319988483653E+01    1
   -0.312736479640007037E+01   -0.436967609773689415E+06   -0.569831319988483376E+01    1
   -0.312797254920005807E+01   -0.432458786141960474E+06   -0.570331319988484253E+01    1
   -0.313797091245651227E+01   -0.364621863222856424E+06   -0.570831319988485753E+01    1
   -0.314763998985290527E+01   -0.309161544128657144E+06   -0.571331319988484942E+01    1
